,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,impr
79,82,80,81,69,68,55,56,51,49,45,46,47,10,44,48,42,41,43,33,32,3,4,7,6,11,12,15,20,22,23,52,53,24,62,75,76,77,85,73,74,71,72,84,87,88,89,90,86,91,83,58,57,59,61,60,70,63,65,93,92,94,95,66,67,64,27,26,21,25,18,17,19,16,14,13,9,8,5,1,2,28,0,29,30,31,35,36,37,34,39,38,40,50,54,78,-27.004514121075896
62,24,53,52,23,22,20,15,12,11,6,7,4,3,32,33,43,41,42,48,44,10,47,46,45,49,51,56,55,68,69,81,80,82,79,78,54,50,40,38,39,34,37,36,35,31,30,29,0,28,2,1,5,8,9,13,14,16,19,17,18,21,25,27,26,64,95,94,92,93,65,66,67,63,61,60,59,57,58,70,71,72,73,84,85,77,87,88,89,90,86,83,74,76,91,75,7.484788808515354
24,53,52,23,22,20,15,12,11,6,7,4,3,32,33,43,41,42,48,44,10,47,46,45,49,51,56,55,68,69,81,80,82,79,78,54,50,40,38,39,34,37,36,35,31,30,29,0,28,2,1,5,8,9,13,14,16,19,17,18,21,25,27,26,64,95,94,92,93,65,66,67,63,61,60,59,57,58,70,71,72,73,84,85,77,87,88,89,90,86,83,74,76,91,75,62,9.943161162153121
84,85,77,87,88,89,90,86,83,74,76,91,75,62,24,53,52,23,22,20,15,12,11,6,7,4,3,32,33,43,41,42,48,44,10,47,46,45,49,51,56,55,68,69,81,80,82,79,78,54,50,40,38,39,34,37,36,35,31,30,29,0,28,2,1,5,8,9,13,14,16,19,17,18,21,25,27,26,64,95,94,92,93,65,66,67,63,61,60,59,57,58,70,71,72,73,0.5570748144007567
92,93,65,66,67,63,61,60,59,57,58,70,71,72,73,84,85,77,87,88,89,90,86,83,74,76,91,75,62,24,53,52,23,22,20,15,12,11,6,7,4,3,32,33,43,41,42,48,44,10,47,46,45,49,51,56,55,68,69,81,80,82,79,78,54,50,40,38,39,34,37,36,35,31,30,29,0,28,2,1,5,8,9,13,14,16,19,17,18,21,25,27,26,64,95,94,-5.079012190798252
77,87,88,89,90,86,83,74,76,91,75,62,24,53,52,23,22,20,15,12,11,6,7,4,3,32,33,43,41,42,48,44,10,47,46,45,49,51,56,55,68,69,81,80,82,79,78,54,50,40,38,39,34,37,36,35,31,30,29,0,28,2,1,5,8,9,13,14,16,19,17,18,21,25,27,26,64,95,94,92,93,65,66,67,63,61,60,59,57,58,70,71,72,73,84,85,2.0686321042006295
35,36,37,34,43,33,32,3,4,7,6,11,12,15,16,19,17,18,21,25,27,26,64,95,94,92,93,91,76,74,77,87,88,89,90,86,84,85,83,73,72,71,70,75,67,66,65,63,62,61,60,58,57,52,51,50,54,49,45,46,47,10,44,48,42,41,40,39,38,78,79,82,80,81,69,68,56,55,53,59,24,23,22,20,14,13,9,8,5,1,2,28,0,29,30,31,-1.8623665621260548
44,48,42,41,40,39,38,78,79,82,80,81,69,68,56,55,53,59,24,23,22,20,14,13,9,8,5,1,2,28,0,29,30,31,35,36,37,34,43,33,32,3,4,7,6,11,12,15,16,19,17,18,21,25,27,26,64,95,94,92,93,91,76,74,77,87,88,89,90,86,84,85,83,73,72,71,70,75,67,66,65,63,62,61,60,58,57,52,51,50,54,49,45,46,47,10,-4.654380956374673
43,33,32,3,4,7,6,11,12,15,16,19,17,18,21,25,27,26,64,95,94,92,93,91,76,74,77,87,88,89,90,86,84,85,83,73,72,71,70,75,67,66,65,63,62,61,60,58,57,52,51,50,54,49,45,46,47,10,44,48,42,41,40,39,38,78,79,82,80,81,69,68,56,55,53,59,24,23,22,20,14,13,9,8,5,1,2,28,0,29,30,31,35,36,37,34,7.527621683047336
87,88,89,90,86,84,85,83,73,72,71,70,75,67,66,65,63,62,61,60,58,57,52,51,50,54,49,45,46,47,10,44,48,42,41,40,39,38,78,79,82,80,81,69,68,56,55,53,59,24,23,22,20,14,13,9,8,5,1,2,28,0,29,30,31,35,36,37,34,43,33,32,3,4,7,6,11,12,15,16,19,17,18,21,25,27,26,64,95,94,92,93,91,76,74,77,-3.441500809582223
74,77,87,88,89,90,86,84,85,83,73,72,71,70,75,67,66,65,63,62,61,60,58,57,52,51,50,54,49,45,46,47,10,44,48,42,41,40,39,38,78,79,82,80,81,69,68,56,55,53,59,24,23,22,20,14,13,9,8,5,1,2,28,0,29,30,31,35,36,37,34,43,33,32,3,4,7,6,11,12,15,16,19,17,18,21,25,27,26,64,95,94,92,93,91,76,-0.9669067543541132
77,87,88,89,90,86,85,84,83,73,72,70,71,75,67,66,65,63,62,61,60,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,44,10,47,46,45,49,51,50,54,52,53,57,59,24,23,22,20,14,13,6,5,4,3,32,43,33,34,37,36,35,31,30,29,0,28,1,2,7,8,9,11,12,15,16,19,17,18,21,25,27,26,64,95,93,94,92,91,76,74,-0.5647370262564202
54,52,53,57,59,24,23,22,20,14,13,6,5,4,3,32,43,33,34,37,36,35,31,30,29,0,28,1,2,7,8,9,11,12,15,16,19,17,18,21,25,27,26,64,95,93,94,92,91,76,74,77,87,88,89,90,86,85,84,83,73,72,70,71,75,67,66,65,63,62,61,60,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,44,10,47,46,45,49,51,50,-3.549513114630554
8,9,11,12,15,16,19,17,18,21,25,27,26,64,95,93,94,92,91,76,74,77,87,88,89,90,86,85,84,83,73,72,70,71,75,67,66,65,63,62,61,60,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,44,10,47,46,45,49,51,50,54,52,53,57,59,24,23,22,20,14,13,6,5,4,3,32,43,33,34,37,36,35,31,30,29,0,28,1,2,7,-0.25259011172922996
58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,44,10,47,46,45,49,51,50,54,52,53,57,59,24,23,22,20,14,13,6,5,4,3,32,43,33,34,37,36,35,31,30,29,0,28,1,2,7,8,9,11,12,15,16,19,17,18,21,25,27,26,64,95,93,94,92,91,76,74,77,87,88,89,90,86,85,84,83,73,72,70,71,75,67,66,65,63,62,61,60,-3.144441669710437
27,26,64,95,93,94,92,91,76,74,77,87,88,89,90,86,85,84,83,73,72,70,71,75,67,66,65,63,62,61,60,58,55,56,68,69,81,80,82,79,78,38,39,40,41,42,48,44,10,47,46,45,49,51,50,54,52,53,57,59,24,23,22,20,14,13,6,5,4,3,32,43,33,34,37,36,35,31,30,29,0,28,1,2,7,8,9,11,12,15,16,19,17,18,21,25,-0.14125661420220048
0,28,4,7,33,79,78,49,57,54,56,53,51,50,52,46,45,47,23,24,20,16,19,18,25,21,26,62,63,65,66,60,59,61,70,72,74,75,67,71,69,68,58,81,82,80,90,88,84,83,86,85,87,91,77,89,55,73,95,76,17,64,92,94,93,27,22,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,11.43901960888553
44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,54,56,53,51,50,52,46,45,47,23,24,20,16,19,18,25,21,26,62,63,65,66,60,59,61,70,72,74,75,67,71,69,68,58,81,82,80,90,88,84,83,86,85,87,91,77,89,55,73,95,76,17,64,92,94,93,27,22,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,1.9500768382683251
2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,54,56,53,51,50,52,46,45,47,23,24,20,16,19,18,25,21,26,62,63,65,66,60,59,61,70,72,74,75,67,71,69,68,58,81,82,80,90,88,84,83,86,85,87,91,77,89,55,73,95,76,17,64,92,94,93,27,22,11,6,30,1,2.655335161328985
42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,54,56,53,51,50,52,46,45,47,23,24,20,16,19,18,25,21,26,62,63,65,66,60,59,61,70,72,74,75,67,71,69,68,58,81,82,80,90,88,84,83,86,85,87,91,77,89,55,73,95,76,17,64,92,94,93,27,22,11,6,30,1,2,3,5,8,9,15,12,13,14,10,12.333717477324907
52,46,45,47,23,24,20,16,19,18,25,21,26,62,63,65,66,60,59,61,70,72,74,75,67,71,69,68,58,81,82,80,90,88,84,83,86,85,87,91,77,89,55,73,95,76,17,64,92,94,93,27,22,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,54,56,53,51,50,6.533943556593581
58,68,69,71,67,75,74,72,70,60,66,65,64,27,26,21,25,18,19,16,20,17,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,76,92,94,95,73,89,77,91,87,85,86,83,84,88,90,80,82,81,11.112958857896764
38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,76,92,94,95,73,89,77,91,87,85,86,83,84,88,90,80,82,81,58,68,69,71,67,75,74,72,70,60,66,65,64,27,26,21,25,18,19,16,20,17,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,4.764410694837392
57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,76,92,94,95,73,89,77,91,87,85,86,83,84,88,90,80,82,81,58,68,69,71,67,75,74,72,70,60,66,65,64,27,26,21,25,18,19,16,20,17,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,5.0855578185227515
82,81,58,68,69,71,67,75,74,72,70,60,66,65,64,27,26,21,25,18,19,16,20,17,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,76,92,94,95,73,89,77,91,87,85,86,83,84,88,90,80,-3.3389093854767644
22,24,23,59,61,62,63,93,76,92,94,95,73,89,77,91,87,85,86,83,84,88,90,80,82,81,58,68,69,71,67,75,74,72,70,60,66,65,64,27,26,21,25,18,19,16,20,17,11,6,30,1,2,3,5,8,9,15,12,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,9.123853421843044
8,5,3,2,1,30,6,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,12,11,9,-0.26291608937646416
64,26,27,25,21,20,18,17,19,16,15,12,11,9,8,5,3,2,1,30,6,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,6.357897840862108
57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,12,11,9,8,5,3,2,1,30,6,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,5.0855578185227515
28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,12,11,9,8,5,3,2,1,30,6,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,5.952675517826815
66,65,64,26,27,25,21,20,18,17,19,16,15,12,11,9,8,5,3,2,1,30,6,13,14,10,42,48,39,32,43,44,40,41,38,37,34,36,29,31,35,0,28,4,7,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,-0.5276921175090941
55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,14,12,13,11,9,8,7,6,5,4,3,2,1,28,0,29,30,31,35,36,34,37,38,41,40,44,43,32,39,48,42,10,33,79,78,49,57,53,5.0855578185227515
64,26,27,25,21,20,18,17,19,16,15,14,12,13,11,9,8,7,6,5,4,3,2,1,28,0,29,30,31,35,36,34,37,38,41,40,44,43,32,39,48,42,10,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,6.357897840862108
0,29,30,31,35,36,34,37,38,41,40,44,43,32,39,48,42,10,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,14,12,13,11,9,8,7,6,5,4,3,2,1,28,-1.150022397931183
30,31,35,36,34,37,38,41,40,44,43,32,39,48,42,10,33,79,78,49,57,53,55,56,54,50,51,52,45,46,47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,14,12,13,11,9,8,7,6,5,4,3,2,1,28,0,29,-1.150022397931183
47,22,24,23,59,61,62,63,93,95,94,92,91,76,75,60,69,68,58,81,80,82,90,89,88,86,83,84,85,87,77,73,74,72,71,70,67,66,65,64,26,27,25,21,20,18,17,19,16,15,14,12,13,11,9,8,7,6,5,4,3,2,1,28,0,29,30,31,35,36,34,37,38,41,40,44,43,32,39,48,42,10,33,79,78,49,57,53,55,56,54,50,51,52,45,46,-3.910453390709394
38,39,43,44,32,10,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,93,95,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,55,56,58,70,72,71,60,67,66,65,63,62,61,59,24,23,22,47,46,45,52,51,50,54,53,57,49,78,79,37,42,48,41,40,0.8849934934966015
14,15,16,19,17,18,20,21,25,27,26,64,93,95,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,55,56,58,70,72,71,60,67,66,65,63,62,61,59,24,23,22,47,46,45,52,51,50,54,53,57,49,78,79,37,42,48,41,40,38,39,43,44,32,10,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,-2.4029021605666854
31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,93,95,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,55,56,58,70,72,71,60,67,66,65,63,62,61,59,24,23,22,47,46,45,52,51,50,54,53,57,49,78,79,37,42,48,41,40,38,39,43,44,32,10,33,34,36,35,-0.9057063044513498
10,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,93,95,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,55,56,58,70,72,71,60,67,66,65,63,62,61,59,24,23,22,47,46,45,52,51,50,54,53,57,49,78,79,37,42,48,41,40,38,39,43,44,32,-0.5058778838368507
92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,55,56,58,70,72,71,60,67,66,65,63,62,61,59,24,23,22,47,46,45,52,51,50,54,53,57,49,78,79,37,42,48,41,40,38,39,43,44,32,10,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,93,95,94,-7.034446032088859
79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,53,57,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,-27.004514121075896
86,88,89,90,82,80,81,69,68,56,55,53,57,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,-0.9104644900243084
16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,53,57,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,-2.859672714721736
69,68,56,55,53,57,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,-0.808087295375012
74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,53,57,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,-1.3531170198341407
48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,57,53,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,-2.459969763937316
38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,57,53,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,-2.955829781495485
59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,57,53,58,70,72,71,60,67,66,65,63,62,61,-1.7211126750933659
88,89,90,82,80,81,69,68,56,55,57,53,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,-2.5234928816061775
53,58,70,72,71,60,67,66,65,63,62,61,59,23,22,24,47,46,45,49,51,52,54,50,78,79,37,38,39,40,41,42,48,44,10,32,43,33,34,36,35,31,30,29,0,28,1,2,3,4,5,7,6,8,9,11,12,13,14,15,16,19,17,18,20,21,25,27,26,64,95,93,94,92,91,76,75,74,73,77,87,85,84,83,86,88,89,90,82,80,81,69,68,56,55,57,-3.7837433075731823
41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,27,23,20,17,25,59,67,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,83,77,73,75,66,65,62,60,63,26,64,95,94,87,90,88,89,86,84,85,76,71,72,74,70,69,58,55,56,61,53,22,15,93,91,92,68,50,42,48,39,1.9925320410211782
67,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,83,77,73,75,66,65,62,60,63,26,64,95,94,87,90,88,89,86,84,85,76,71,72,74,70,69,58,55,56,61,53,22,15,93,91,92,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,27,23,20,17,25,59,24.887062157865607
7,4,8,12,14,13,16,19,21,27,23,20,17,25,59,67,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,83,77,73,75,66,65,62,60,63,26,64,95,94,87,90,88,89,86,84,85,76,71,72,74,70,69,58,55,56,61,53,22,15,93,91,92,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,1.0159866883978204
3,5,6,7,4,8,12,14,13,16,19,21,27,23,20,17,25,59,67,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,83,77,73,75,66,65,62,60,63,26,64,95,94,87,90,88,89,86,84,85,76,71,72,74,70,69,58,55,56,61,53,22,15,93,91,92,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,11.239973502724183
22,15,93,91,92,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,27,23,20,17,25,59,67,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,83,77,73,75,66,65,62,60,63,26,64,95,94,87,90,88,89,86,84,85,76,71,72,74,70,69,58,55,56,61,53,13.757158342114554
58,69,70,74,72,71,76,75,73,83,86,84,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,17,20,23,15,22,53,61,59,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,62,60,56,55,4.420983285402276
90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,62,60,56,55,58,69,70,74,72,71,76,75,73,83,86,84,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,17,20,23,15,22,53,61,59,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,-0.6920737654325251
63,25,27,26,62,60,56,55,58,69,70,74,72,71,76,75,73,83,86,84,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,17,20,23,15,22,53,61,59,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,-2.6318733504863374
16,19,21,17,20,23,15,22,53,61,59,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,62,60,56,55,58,69,70,74,72,71,76,75,73,83,86,84,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,38.515073863948935
76,75,73,83,86,84,68,50,42,48,39,41,43,33,37,31,34,32,44,45,47,49,51,38,40,36,0,1,3,5,6,7,4,8,12,14,13,16,19,21,17,20,23,15,22,53,61,59,57,46,24,11,18,10,35,78,28,2,29,30,9,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,62,60,56,55,58,69,70,74,72,71,11.238730241877548
77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,47,49,51,38,40,78,35,28,30,29,2,8,4,7,6,5,3,1,0,36,44,32,34,31,37,33,43,41,39,48,42,50,68,84,86,83,73,75,76,71,72,74,70,69,58,55,56,60,62,53,61,59,57,46,24,52,54,80,82,81,79,90,89,88,87,85,0.6650765316127778
45,47,49,51,38,40,78,35,28,30,29,2,8,4,7,6,5,3,1,0,36,44,32,34,31,37,33,43,41,39,48,42,50,68,84,86,83,73,75,76,71,72,74,70,69,58,55,56,60,62,53,61,59,57,46,24,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,0.536248581918958
6,5,3,1,0,36,44,32,34,31,37,33,43,41,39,48,42,50,68,84,86,83,73,75,76,71,72,74,70,69,58,55,56,60,62,53,61,59,57,46,24,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,47,49,51,38,40,78,35,28,30,29,2,8,4,7,2.1961855034828055
4,7,6,5,3,1,0,36,44,32,34,31,37,33,43,41,39,48,42,50,68,84,86,83,73,75,76,71,72,74,70,69,58,55,56,60,62,53,61,59,57,46,24,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,47,49,51,38,40,78,35,28,30,29,2,8,3.740718758278126
37,33,43,41,39,48,42,50,68,84,86,83,73,75,76,71,72,74,70,69,58,55,56,60,62,53,61,59,57,46,24,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,47,49,51,38,40,78,35,28,30,29,2,8,4,7,6,5,3,1,0,36,44,32,34,31,7.217142161744933
92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,46,47,24,53,57,55,56,84,86,83,73,74,76,75,72,71,70,60,61,62,59,58,69,68,50,42,38,36,0,1,3,5,6,7,4,8,2,29,30,28,35,78,40,44,32,34,31,37,33,43,41,39,48,49,51,52,54,80,82,81,79,90,89,88,87,85,77,9.362281228455409
50,42,38,36,0,1,3,5,6,7,4,8,2,29,30,28,35,78,40,44,32,34,31,37,33,43,41,39,48,49,51,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,46,47,24,53,57,55,56,84,86,83,73,74,76,75,72,71,70,60,61,62,59,58,69,68,4.320455536472188
72,71,70,60,61,62,59,58,69,68,50,42,38,36,0,1,3,5,6,7,4,8,2,29,30,28,35,78,40,44,32,34,31,37,33,43,41,39,48,49,51,52,54,80,82,81,79,90,89,88,87,85,77,92,67,66,93,91,94,95,64,65,63,25,27,26,22,23,21,20,18,17,19,16,9,12,11,13,14,15,10,45,46,47,24,53,57,55,56,84,86,83,73,74,76,75,-1.174744044791737
