,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,score,opt_d,step
77,87,89,83,81,80,85,74,76,71,73,86,70,58,60,61,65,64,66,62,23,21,27,20,22,24,46,53,57,59,55,69,56,52,50,54,49,45,48,41,38,42,51,47,40,43,34,35,37,36,31,33,30,0,32,28,4,5,3,6,9,8,14,12,13,16,25,18,17,10,11,7,29,78,90,68,82,75,67,63,95,94,91,92,26,15,2,1,44,39,72,93,19,79,88,84,-1189.2327296791204,1137.1493963457872,10
75,76,74,77,83,84,85,86,88,82,89,80,90,81,72,67,93,94,95,25,21,20,19,22,27,60,70,73,68,69,57,78,87,26,15,16,14,12,9,6,5,4,2,8,3,11,13,17,39,10,31,18,91,7,79,1,50,92,58,56,55,52,53,51,42,41,38,37,36,35,30,28,0,29,33,34,40,43,45,44,32,48,46,54,49,47,23,24,59,61,62,65,66,64,63,71,-1300.30587243688,1248.2225391035468,10
51,42,41,38,37,36,35,30,28,0,29,33,34,40,43,45,44,32,48,46,54,49,47,23,24,59,61,62,65,66,64,63,71,75,76,74,77,83,84,85,86,88,82,89,80,90,81,72,67,93,94,95,25,21,20,19,22,27,60,70,73,68,69,57,78,87,26,15,16,14,12,9,6,5,4,2,8,3,11,13,17,39,10,31,18,91,7,79,1,50,92,58,56,55,52,53,-1333.745747316739,1281.6624139834057,10
1,50,92,58,56,55,52,53,51,42,41,38,37,36,35,30,28,0,29,33,34,40,43,45,44,32,48,46,54,49,47,23,24,59,61,62,65,66,64,63,71,75,76,74,77,83,84,85,86,88,82,89,80,90,81,72,67,93,94,95,25,21,20,19,22,27,60,70,73,68,69,57,78,87,26,15,16,14,12,9,6,5,4,2,8,3,11,13,17,39,10,31,18,91,7,79,-1284.580036812601,1232.4967034792678,10
54,49,47,23,24,59,61,62,65,66,64,63,71,75,76,74,77,83,84,85,86,88,82,89,80,90,81,72,67,93,94,95,25,21,20,19,22,27,60,70,73,68,69,57,78,87,26,15,16,14,12,9,6,5,4,2,8,3,11,13,17,39,10,31,18,91,7,79,1,50,92,58,56,55,52,53,51,42,41,38,37,36,35,30,28,0,29,33,34,40,43,45,44,32,48,46,-1340.2472656960383,1288.163932362705,10
50,92,58,56,55,52,53,51,42,41,38,37,36,35,30,28,0,29,33,34,40,43,45,44,32,48,46,54,49,47,23,24,59,61,62,65,66,64,63,71,75,76,74,77,83,84,85,86,88,82,89,80,90,81,72,67,93,94,95,25,21,20,19,22,27,60,70,73,68,69,57,78,87,26,15,16,14,12,9,6,5,4,2,8,3,11,13,17,39,10,31,18,91,7,79,1,-1283.5763679425943,1231.493034609261,10
87,91,94,92,74,58,67,93,27,20,17,18,15,13,8,9,12,7,4,5,11,6,2,29,34,28,32,45,59,23,47,46,14,21,10,1,16,3,51,81,79,82,69,26,86,0,19,78,25,22,24,53,55,56,54,50,42,39,48,44,43,38,37,36,31,30,35,33,40,41,52,49,57,68,80,90,88,84,85,73,72,71,70,60,62,61,63,66,64,95,65,75,77,76,83,89,-1342.4518993352617,1290.3685660019285,10
74,58,67,93,27,20,17,18,15,13,8,9,12,7,4,5,11,6,2,29,34,28,32,45,59,23,47,46,14,21,10,1,16,3,51,81,79,82,69,26,86,0,19,78,25,22,24,53,55,56,54,50,42,39,48,44,43,38,37,36,31,30,35,33,40,41,52,49,57,68,80,90,88,84,85,73,72,71,70,60,62,61,63,66,64,95,65,75,77,76,83,89,87,91,94,92,-1386.8575519100737,1334.7742185767404,10
11,6,2,29,34,28,32,45,59,23,47,46,14,21,10,1,16,3,51,81,79,82,69,26,86,0,19,78,25,22,24,53,55,56,54,50,42,39,48,44,43,38,37,36,31,30,35,33,40,41,52,49,57,68,80,90,88,84,85,73,72,71,70,60,62,61,63,66,64,95,65,75,77,76,83,89,87,91,94,92,74,58,67,93,27,20,17,18,15,13,8,9,12,7,4,5,-1418.4799031259172,1366.396569792584,10
69,26,86,0,19,78,25,22,24,53,55,56,54,50,42,39,48,44,43,38,37,36,31,30,35,33,40,41,52,49,57,68,80,90,88,84,85,73,72,71,70,60,62,61,63,66,64,95,65,75,77,76,83,89,87,91,94,92,74,58,67,93,27,20,17,18,15,13,8,9,12,7,4,5,11,6,2,29,34,28,32,45,59,23,47,46,14,21,10,1,16,3,51,81,79,82,-1405.2630435250926,1353.1797101917593,10
84,85,73,72,71,70,60,62,61,63,66,64,95,65,75,77,76,83,89,87,91,94,92,74,58,67,93,27,20,17,18,15,13,8,9,12,7,4,5,11,6,2,29,34,28,32,45,59,23,47,46,14,21,10,1,16,3,51,81,79,82,69,26,86,0,19,78,25,22,24,53,55,56,54,50,42,39,48,44,43,38,37,36,31,30,35,33,40,41,52,49,57,68,80,90,88,-1335.9667163261543,1283.883382992821,10
46,24,19,53,54,44,40,32,52,58,60,63,72,83,91,88,93,94,92,59,67,90,78,29,13,28,79,95,5,8,11,6,2,4,7,3,1,0,35,36,31,37,30,33,38,34,39,41,49,45,47,51,42,43,48,50,55,57,56,68,69,80,81,82,89,87,77,84,85,86,73,76,74,71,75,70,61,62,66,65,64,27,25,23,21,26,22,17,16,18,20,14,15,9,12,10,-1242.5504452560724,1190.4671119227392,10
13,28,79,95,5,8,11,6,2,4,7,3,1,0,35,36,31,37,30,33,38,34,39,41,49,45,47,51,42,43,48,50,55,57,56,68,69,80,81,82,89,87,77,84,85,86,73,76,74,71,75,70,61,62,66,65,64,27,25,23,21,26,22,17,16,18,20,14,15,9,12,10,46,24,19,53,54,44,40,32,52,58,60,63,72,83,91,88,93,94,92,59,67,90,78,29,-1222.699530423797,1170.6161970904636,10
83,91,88,93,94,92,59,67,90,78,29,13,28,79,95,5,8,11,6,2,4,7,3,1,0,35,36,31,37,30,33,38,34,39,41,49,45,47,51,42,43,48,50,55,57,56,68,69,80,81,82,89,87,77,84,85,86,73,76,74,71,75,70,61,62,66,65,64,27,25,23,21,26,22,17,16,18,20,14,15,9,12,10,46,24,19,53,54,44,40,32,52,58,60,63,72,-1211.2380456125557,1159.1547122792224,10
70,61,62,66,65,64,27,25,23,21,26,22,17,16,18,20,14,15,9,12,10,46,24,19,53,54,44,40,32,52,58,60,63,72,83,91,88,93,94,92,59,67,90,78,29,13,28,79,95,5,8,11,6,2,4,7,3,1,0,35,36,31,37,30,33,38,34,39,41,49,45,47,51,42,43,48,50,55,57,56,68,69,80,81,82,89,87,77,84,85,86,73,76,74,71,75,-1317.3985210018316,1265.3151876684983,10
33,38,34,39,41,49,45,47,51,42,43,48,50,55,57,56,68,69,80,81,82,89,87,77,84,85,86,73,76,74,71,75,70,61,62,66,65,64,27,25,23,21,26,22,17,16,18,20,14,15,9,12,10,46,24,19,53,54,44,40,32,52,58,60,63,72,83,91,88,93,94,92,59,67,90,78,29,13,28,79,95,5,8,11,6,2,4,7,3,1,0,35,36,31,37,30,-1283.2611687528083,1231.177835419475,10
86,84,87,76,71,74,75,72,70,69,68,57,56,54,50,48,49,41,42,51,46,53,55,61,62,59,24,47,44,45,10,13,9,7,3,8,6,1,2,4,32,38,37,35,34,30,36,31,0,33,40,28,39,43,5,29,78,79,82,80,88,89,91,73,60,67,93,95,66,64,63,58,23,26,27,20,18,21,22,16,25,17,12,15,11,19,14,81,92,65,94,90,52,83,77,85,-1338.552164032559,1286.4688306992257,10
28,39,43,5,29,78,79,82,80,88,89,91,73,60,67,93,95,66,64,63,58,23,26,27,20,18,21,22,16,25,17,12,15,11,19,14,81,92,65,94,90,52,83,77,85,86,84,87,76,71,74,75,72,70,69,68,57,56,54,50,48,49,41,42,51,46,53,55,61,62,59,24,47,44,45,10,13,9,7,3,8,6,1,2,4,32,38,37,35,34,30,36,31,0,33,40,-1291.7958120665787,1239.7124787332455,10
53,55,61,62,59,24,47,44,45,10,13,9,7,3,8,6,1,2,4,32,38,37,35,34,30,36,31,0,33,40,28,39,43,5,29,78,79,82,80,88,89,91,73,60,67,93,95,66,64,63,58,23,26,27,20,18,21,22,16,25,17,12,15,11,19,14,81,92,65,94,90,52,83,77,85,86,84,87,76,71,74,75,72,70,69,68,57,56,54,50,48,49,41,42,51,46,-1261.6428565795106,1209.5595232461774,10
87,76,71,74,75,72,70,69,68,57,56,54,50,48,49,41,42,51,46,53,55,61,62,59,24,47,44,45,10,13,9,7,3,8,6,1,2,4,32,38,37,35,34,30,36,31,0,33,40,28,39,43,5,29,78,79,82,80,88,89,91,73,60,67,93,95,66,64,63,58,23,26,27,20,18,21,22,16,25,17,12,15,11,19,14,81,92,65,94,90,52,83,77,85,86,84,-1334.3570060501206,1282.2736727167874,10
23,26,27,20,18,21,22,16,25,17,12,15,11,19,14,81,92,65,94,90,52,83,77,85,86,84,87,76,71,74,75,72,70,69,68,57,56,54,50,48,49,41,42,51,46,53,55,61,62,59,24,47,44,45,10,13,9,7,3,8,6,1,2,4,32,38,37,35,34,30,36,31,0,33,40,28,39,43,5,29,78,79,82,80,88,89,91,73,60,67,93,95,66,64,63,58,-1249.3216788046705,1197.2383454713372,10
13,4,68,93,87,16,21,19,79,78,44,43,33,35,30,0,29,34,39,40,42,41,49,45,48,38,37,32,3,1,6,8,5,2,31,50,55,56,57,59,58,61,65,67,62,63,70,75,74,71,60,23,24,46,47,52,53,51,36,28,10,12,9,11,15,17,18,20,25,64,27,95,92,94,77,76,72,73,86,85,88,89,82,83,80,90,69,84,81,91,26,66,22,54,14,7,-1341.284911555112,1289.2015782217788,10
55,56,57,59,58,61,65,67,62,63,70,75,74,71,60,23,24,46,47,52,53,51,36,28,10,12,9,11,15,17,18,20,25,64,27,95,92,94,77,76,72,73,86,85,88,89,82,83,80,90,69,84,81,91,26,66,22,54,14,7,13,4,68,93,87,16,21,19,79,78,44,43,33,35,30,0,29,34,39,40,42,41,49,45,48,38,37,32,3,1,6,8,5,2,31,50,-1311.864661443233,1259.7813281098997,10
44,43,33,35,30,0,29,34,39,40,42,41,49,45,48,38,37,32,3,1,6,8,5,2,31,50,55,56,57,59,58,61,65,67,62,63,70,75,74,71,60,23,24,46,47,52,53,51,36,28,10,12,9,11,15,17,18,20,25,64,27,95,92,94,77,76,72,73,86,85,88,89,82,83,80,90,69,84,81,91,26,66,22,54,14,7,13,4,68,93,87,16,21,19,79,78,-1300.8626886797913,1248.779355346458,10
1,6,8,5,2,31,50,55,56,57,59,58,61,65,67,62,63,70,75,74,71,60,23,24,46,47,52,53,51,36,28,10,12,9,11,15,17,18,20,25,64,27,95,92,94,77,76,72,73,86,85,88,89,82,83,80,90,69,84,81,91,26,66,22,54,14,7,13,4,68,93,87,16,21,19,79,78,44,43,33,35,30,0,29,34,39,40,42,41,49,45,48,38,37,32,3,-1340.1553362484096,1288.0720029150764,10
10,12,9,11,15,17,18,20,25,64,27,95,92,94,77,76,72,73,86,85,88,89,82,83,80,90,69,84,81,91,26,66,22,54,14,7,13,4,68,93,87,16,21,19,79,78,44,43,33,35,30,0,29,34,39,40,42,41,49,45,48,38,37,32,3,1,6,8,5,2,31,50,55,56,57,59,58,61,65,67,62,63,70,75,74,71,60,23,24,46,47,52,53,51,36,28,-1313.62708548074,1261.5437521474068,10
92,78,24,15,36,13,27,3,56,79,71,75,72,70,74,83,77,85,84,73,86,88,82,81,89,87,80,55,58,60,59,53,47,49,51,54,52,46,42,41,38,40,50,39,44,10,32,43,45,48,34,37,30,29,0,35,28,31,2,4,5,7,9,12,8,11,6,33,1,14,17,19,18,16,21,23,25,20,22,62,61,57,63,67,65,64,95,66,91,94,26,93,69,76,68,90,-1395.785811024945,1343.7024776916116,10
57,63,67,65,64,95,66,91,94,26,93,69,76,68,90,92,78,24,15,36,13,27,3,56,79,71,75,72,70,74,83,77,85,84,73,86,88,82,81,89,87,80,55,58,60,59,53,47,49,51,54,52,46,42,41,38,40,50,39,44,10,32,43,45,48,34,37,30,29,0,35,28,31,2,4,5,7,9,12,8,11,6,33,1,14,17,19,18,16,21,23,25,20,22,62,61,-1363.603976590381,1311.5206432570478,10
45,48,34,37,30,29,0,35,28,31,2,4,5,7,9,12,8,11,6,33,1,14,17,19,18,16,21,23,25,20,22,62,61,57,63,67,65,64,95,66,91,94,26,93,69,76,68,90,92,78,24,15,36,13,27,3,56,79,71,75,72,70,74,83,77,85,84,73,86,88,82,81,89,87,80,55,58,60,59,53,47,49,51,54,52,46,42,41,38,40,50,39,44,10,32,43,-1342.654620991833,1290.5712876584998,10
73,86,88,82,81,89,87,80,55,58,60,59,53,47,49,51,54,52,46,42,41,38,40,50,39,44,10,32,43,45,48,34,37,30,29,0,35,28,31,2,4,5,7,9,12,8,11,6,33,1,14,17,19,18,16,21,23,25,20,22,62,61,57,63,67,65,64,95,66,91,94,26,93,69,76,68,90,92,78,24,15,36,13,27,3,56,79,71,75,72,70,74,83,77,85,84,-1380.8577084634528,1328.7743751301196,10
55,58,60,59,53,47,49,51,54,52,46,42,41,38,40,50,39,44,10,32,43,45,48,34,37,30,29,0,35,28,31,2,4,5,7,9,12,8,11,6,33,1,14,17,19,18,16,21,23,25,20,22,62,61,57,63,67,65,64,95,66,91,94,26,93,69,76,68,90,92,78,24,15,36,13,27,3,56,79,71,75,72,70,74,83,77,85,84,73,86,88,82,81,89,87,80,-1368.208785628023,1316.1254522946897,10
17,25,24,47,45,33,35,37,30,0,34,29,28,1,6,7,5,12,14,4,44,39,32,36,46,58,55,69,81,82,83,77,85,89,88,87,90,80,86,74,91,67,71,68,78,79,3,31,15,27,22,95,21,93,92,94,8,84,2,9,11,13,10,43,41,42,38,40,48,51,54,52,49,50,57,56,53,59,61,60,70,72,73,76,75,66,63,26,64,65,62,23,20,16,19,18,-1250.3143807189526,1198.2310473856194,10
39,32,36,46,58,55,69,81,82,83,77,85,89,88,87,90,80,86,74,91,67,71,68,78,79,3,31,15,27,22,95,21,93,92,94,8,84,2,9,11,13,10,43,41,42,38,40,48,51,54,52,49,50,57,56,53,59,61,60,70,72,73,76,75,66,63,26,64,65,62,23,20,16,19,18,17,25,24,47,45,33,35,37,30,0,34,29,28,1,6,7,5,12,14,4,44,-1297.7553152328446,1245.6719818995114,10
80,86,74,91,67,71,68,78,79,3,31,15,27,22,95,21,93,92,94,8,84,2,9,11,13,10,43,41,42,38,40,48,51,54,52,49,50,57,56,53,59,61,60,70,72,73,76,75,66,63,26,64,65,62,23,20,16,19,18,17,25,24,47,45,33,35,37,30,0,34,29,28,1,6,7,5,12,14,4,44,39,32,36,46,58,55,69,81,82,83,77,85,89,88,87,90,-1191.59840424964,1139.5150709163067,10
57,56,53,59,61,60,70,72,73,76,75,66,63,26,64,65,62,23,20,16,19,18,17,25,24,47,45,33,35,37,30,0,34,29,28,1,6,7,5,12,14,4,44,39,32,36,46,58,55,69,81,82,83,77,85,89,88,87,90,80,86,74,91,67,71,68,78,79,3,31,15,27,22,95,21,93,92,94,8,84,2,9,11,13,10,43,41,42,38,40,48,51,54,52,49,50,-1280.096541586991,1228.0132082536577,10
36,46,58,55,69,81,82,83,77,85,89,88,87,90,80,86,74,91,67,71,68,78,79,3,31,15,27,22,95,21,93,92,94,8,84,2,9,11,13,10,43,41,42,38,40,48,51,54,52,49,50,57,56,53,59,61,60,70,72,73,76,75,66,63,26,64,65,62,23,20,16,19,18,17,25,24,47,45,33,35,37,30,0,34,29,28,1,6,7,5,12,14,4,44,39,32,-1310.0048361444765,1257.9215028111432,10
89,90,80,81,68,54,50,48,42,49,40,41,38,39,34,35,31,28,0,33,43,37,32,10,13,9,12,8,11,7,6,5,1,30,29,36,44,47,24,23,25,20,16,21,27,22,19,15,18,46,57,56,69,52,53,51,55,63,67,92,93,76,91,82,45,17,95,94,73,78,3,4,79,72,2,14,26,64,66,62,59,61,65,60,58,70,75,71,83,86,88,84,85,74,87,77,-1347.4298033970456,1295.3464700637123,10
31,28,0,33,43,37,32,10,13,9,12,8,11,7,6,5,1,30,29,36,44,47,24,23,25,20,16,21,27,22,19,15,18,46,57,56,69,52,53,51,55,63,67,92,93,76,91,82,45,17,95,94,73,78,3,4,79,72,2,14,26,64,66,62,59,61,65,60,58,70,75,71,83,86,88,84,85,74,87,77,89,90,80,81,68,54,50,48,42,49,40,41,38,39,34,35,-1328.3064636504291,1276.2231303170959,10
71,83,86,88,84,85,74,87,77,89,90,80,81,68,54,50,48,42,49,40,41,38,39,34,35,31,28,0,33,43,37,32,10,13,9,12,8,11,7,6,5,1,30,29,36,44,47,24,23,25,20,16,21,27,22,19,15,18,46,57,56,69,52,53,51,55,63,67,92,93,76,91,82,45,17,95,94,73,78,3,4,79,72,2,14,26,64,66,62,59,61,65,60,58,70,75,-1324.2975876834341,1272.2142543501009,10
60,58,70,75,71,83,86,88,84,85,74,87,77,89,90,80,81,68,54,50,48,42,49,40,41,38,39,34,35,31,28,0,33,43,37,32,10,13,9,12,8,11,7,6,5,1,30,29,36,44,47,24,23,25,20,16,21,27,22,19,15,18,46,57,56,69,52,53,51,55,63,67,92,93,76,91,82,45,17,95,94,73,78,3,4,79,72,2,14,26,64,66,62,59,61,65,-1354.1961576424592,1302.112824309126,10
61,65,60,58,70,75,71,83,86,88,84,85,74,87,77,89,90,80,81,68,54,50,48,42,49,40,41,38,39,34,35,31,28,0,33,43,37,32,10,13,9,12,8,11,7,6,5,1,30,29,36,44,47,24,23,25,20,16,21,27,22,19,15,18,46,57,56,69,52,53,51,55,63,67,92,93,76,91,82,45,17,95,94,73,78,3,4,79,72,2,14,26,64,66,62,59,-1304.9957181934412,1252.912384860108,10
29,35,2,0,9,6,13,16,64,50,8,54,94,78,23,79,40,46,49,51,42,48,44,39,38,34,37,31,28,33,30,36,32,43,41,52,55,57,59,53,24,47,45,56,68,58,70,74,71,76,73,72,77,85,88,87,89,82,86,90,80,81,69,84,91,92,75,83,61,66,67,60,26,27,22,21,25,62,93,95,63,65,20,19,18,17,15,12,11,14,10,3,7,5,4,1,-1323.2821856366209,1271.1988523032876,10
55,57,59,53,24,47,45,56,68,58,70,74,71,76,73,72,77,85,88,87,89,82,86,90,80,81,69,84,91,92,75,83,61,66,67,60,26,27,22,21,25,62,93,95,63,65,20,19,18,17,15,12,11,14,10,3,7,5,4,1,29,35,2,0,9,6,13,16,64,50,8,54,94,78,23,79,40,46,49,51,42,48,44,39,38,34,37,31,28,33,30,36,32,43,41,52,-1269.010604412231,1216.9272710788978,10
1,29,35,2,0,9,6,13,16,64,50,8,54,94,78,23,79,40,46,49,51,42,48,44,39,38,34,37,31,28,33,30,36,32,43,41,52,55,57,59,53,24,47,45,56,68,58,70,74,71,76,73,72,77,85,88,87,89,82,86,90,80,81,69,84,91,92,75,83,61,66,67,60,26,27,22,21,25,62,93,95,63,65,20,19,18,17,15,12,11,14,10,3,7,5,4,-1329.5831680891872,1277.499834755854,10
16,64,50,8,54,94,78,23,79,40,46,49,51,42,48,44,39,38,34,37,31,28,33,30,36,32,43,41,52,55,57,59,53,24,47,45,56,68,58,70,74,71,76,73,72,77,85,88,87,89,82,86,90,80,81,69,84,91,92,75,83,61,66,67,60,26,27,22,21,25,62,93,95,63,65,20,19,18,17,15,12,11,14,10,3,7,5,4,1,29,35,2,0,9,6,13,-1305.840426508849,1253.7570931755158,10
93,95,63,65,20,19,18,17,15,12,11,14,10,3,7,5,4,1,29,35,2,0,9,6,13,16,64,50,8,54,94,78,23,79,40,46,49,51,42,48,44,39,38,34,37,31,28,33,30,36,32,43,41,52,55,57,59,53,24,47,45,56,68,58,70,74,71,76,73,72,77,85,88,87,89,82,86,90,80,81,69,84,91,92,75,83,61,66,67,60,26,27,22,21,25,62,-1284.2588639053229,1232.1755305719896,10
76,77,73,72,83,86,87,88,84,75,74,70,60,61,63,65,66,62,67,64,27,21,23,25,20,22,17,19,14,15,18,26,53,47,46,52,51,49,50,40,41,38,42,44,32,39,34,37,33,36,30,31,0,1,4,5,6,7,9,13,3,11,12,45,10,8,29,28,54,48,56,68,55,69,71,81,90,80,85,89,91,59,82,57,24,35,2,79,95,78,16,58,43,92,93,94,-1334.8907626846926,1282.8074293513594,10
66,62,67,64,27,21,23,25,20,22,17,19,14,15,18,26,53,47,46,52,51,49,50,40,41,38,42,44,32,39,34,37,33,36,30,31,0,1,4,5,6,7,9,13,3,11,12,45,10,8,29,28,54,48,56,68,55,69,71,81,90,80,85,89,91,59,82,57,24,35,2,79,95,78,16,58,43,92,93,94,76,77,73,72,83,86,87,88,84,75,74,70,60,61,63,65,-1329.7957785393648,1277.7124452060316,10
74,70,60,61,63,65,66,62,67,64,27,21,23,25,20,22,17,19,14,15,18,26,53,47,46,52,51,49,50,40,41,38,42,44,32,39,34,37,33,36,30,31,0,1,4,5,6,7,9,13,3,11,12,45,10,8,29,28,54,48,56,68,55,69,71,81,90,80,85,89,91,59,82,57,24,35,2,79,95,78,16,58,43,92,93,94,76,77,73,72,83,86,87,88,84,75,-1335.198791619234,1283.1154582859008,10
17,19,14,15,18,26,53,47,46,52,51,49,50,40,41,38,42,44,32,39,34,37,33,36,30,31,0,1,4,5,6,7,9,13,3,11,12,45,10,8,29,28,54,48,56,68,55,69,71,81,90,80,85,89,91,59,82,57,24,35,2,79,95,78,16,58,43,92,93,94,76,77,73,72,83,86,87,88,84,75,74,70,60,61,63,65,66,62,67,64,27,21,23,25,20,22,-1301.1945427437236,1249.1112094103903,10
85,89,91,59,82,57,24,35,2,79,95,78,16,58,43,92,93,94,76,77,73,72,83,86,87,88,84,75,74,70,60,61,63,65,66,62,67,64,27,21,23,25,20,22,17,19,14,15,18,26,53,47,46,52,51,49,50,40,41,38,42,44,32,39,34,37,33,36,30,31,0,1,4,5,6,7,9,13,3,11,12,45,10,8,29,28,54,48,56,68,55,69,71,81,90,80,-1336.4593766314758,1284.3760432981426,10
10,12,19,16,21,20,22,27,25,18,17,24,23,53,70,67,62,66,26,64,75,86,84,89,88,90,69,50,14,5,78,80,94,71,15,87,0,79,52,82,81,83,85,77,73,74,72,76,91,92,93,95,65,63,61,59,60,58,55,68,54,49,42,48,39,40,38,37,33,32,34,36,30,28,29,31,43,44,45,47,46,57,56,51,41,35,1,2,6,7,4,3,9,13,8,11,-1310.225293147143,1258.1419598138098,10
76,91,92,93,95,65,63,61,59,60,58,55,68,54,49,42,48,39,40,38,37,33,32,34,36,30,28,29,31,43,44,45,47,46,57,56,51,41,35,1,2,6,7,4,3,9,13,8,11,10,12,19,16,21,20,22,27,25,18,17,24,23,53,70,67,62,66,26,64,75,86,84,89,88,90,69,50,14,5,78,80,94,71,15,87,0,79,52,82,81,83,85,77,73,74,72,-1333.9142292367621,1281.8308959034289,10
85,77,73,74,72,76,91,92,93,95,65,63,61,59,60,58,55,68,54,49,42,48,39,40,38,37,33,32,34,36,30,28,29,31,43,44,45,47,46,57,56,51,41,35,1,2,6,7,4,3,9,13,8,11,10,12,19,16,21,20,22,27,25,18,17,24,23,53,70,67,62,66,26,64,75,86,84,89,88,90,69,50,14,5,78,80,94,71,15,87,0,79,52,82,81,83,-1345.9037654697581,1293.8204321364249,10
0,79,52,82,81,83,85,77,73,74,72,76,91,92,93,95,65,63,61,59,60,58,55,68,54,49,42,48,39,40,38,37,33,32,34,36,30,28,29,31,43,44,45,47,46,57,56,51,41,35,1,2,6,7,4,3,9,13,8,11,10,12,19,16,21,20,22,27,25,18,17,24,23,53,70,67,62,66,26,64,75,86,84,89,88,90,69,50,14,5,78,80,94,71,15,87,-1156.9552733156047,1104.8719399822714,10
39,40,38,37,33,32,34,36,30,28,29,31,43,44,45,47,46,57,56,51,41,35,1,2,6,7,4,3,9,13,8,11,10,12,19,16,21,20,22,27,25,18,17,24,23,53,70,67,62,66,26,64,75,86,84,89,88,90,69,50,14,5,78,80,94,71,15,87,0,79,52,82,81,83,85,77,73,74,72,76,91,92,93,95,65,63,61,59,60,58,55,68,54,49,42,48,-1300.9435890574453,1248.860255724112,10
43,34,37,33,35,31,30,28,1,3,8,6,4,7,2,32,41,38,46,24,59,60,58,61,66,67,65,93,95,92,91,76,75,70,73,72,85,87,89,90,82,81,83,77,86,84,88,68,50,57,55,56,69,78,36,29,0,9,5,12,10,16,18,19,15,17,21,27,25,23,20,62,63,26,14,71,64,13,80,79,11,74,94,22,39,40,42,51,54,49,52,53,47,44,45,48,-1333.1312252428042,1281.047891909471,10
89,90,82,81,83,77,86,84,88,68,50,57,55,56,69,78,36,29,0,9,5,12,10,16,18,19,15,17,21,27,25,23,20,62,63,26,14,71,64,13,80,79,11,74,94,22,39,40,42,51,54,49,52,53,47,44,45,48,43,34,37,33,35,31,30,28,1,3,8,6,4,7,2,32,41,38,46,24,59,60,58,61,66,67,65,93,95,92,91,76,75,70,73,72,85,87,-1304.0834482201656,1252.0001148868323,10
46,24,59,60,58,61,66,67,65,93,95,92,91,76,75,70,73,72,85,87,89,90,82,81,83,77,86,84,88,68,50,57,55,56,69,78,36,29,0,9,5,12,10,16,18,19,15,17,21,27,25,23,20,62,63,26,14,71,64,13,80,79,11,74,94,22,39,40,42,51,54,49,52,53,47,44,45,48,43,34,37,33,35,31,30,28,1,3,8,6,4,7,2,32,41,38,-1319.946485189457,1267.8631518561237,10
20,62,63,26,14,71,64,13,80,79,11,74,94,22,39,40,42,51,54,49,52,53,47,44,45,48,43,34,37,33,35,31,30,28,1,3,8,6,4,7,2,32,41,38,46,24,59,60,58,61,66,67,65,93,95,92,91,76,75,70,73,72,85,87,89,90,82,81,83,77,86,84,88,68,50,57,55,56,69,78,36,29,0,9,5,12,10,16,18,19,15,17,21,27,25,23,-1326.1310066963504,1274.047673363017,10
47,44,45,48,43,34,37,33,35,31,30,28,1,3,8,6,4,7,2,32,41,38,46,24,59,60,58,61,66,67,65,93,95,92,91,76,75,70,73,72,85,87,89,90,82,81,83,77,86,84,88,68,50,57,55,56,69,78,36,29,0,9,5,12,10,16,18,19,15,17,21,27,25,23,20,62,63,26,14,71,64,13,80,79,11,74,94,22,39,40,42,51,54,49,52,53,-1307.8079306831369,1255.7245973498036,10
50,78,79,90,45,49,48,42,41,43,39,38,36,31,35,29,30,37,40,33,34,0,28,32,1,4,6,7,9,5,2,10,14,12,8,3,46,52,53,55,56,69,81,82,80,86,84,73,83,85,87,88,89,72,76,74,91,92,94,75,70,71,66,65,63,67,93,95,27,26,22,20,16,18,25,62,64,21,15,11,13,17,19,47,24,60,23,57,68,51,54,58,77,59,44,61,-1084.5355482777632,1032.45221494443,10
83,85,87,88,89,72,76,74,91,92,94,75,70,71,66,65,63,67,93,95,27,26,22,20,16,18,25,62,64,21,15,11,13,17,19,47,24,60,23,57,68,51,54,58,77,59,44,61,50,78,79,90,45,49,48,42,41,43,39,38,36,31,35,29,30,37,40,33,34,0,28,32,1,4,6,7,9,5,2,10,14,12,8,3,46,52,53,55,56,69,81,82,80,86,84,73,-1122.5810926720596,1070.4977593387264,10
16,18,25,62,64,21,15,11,13,17,19,47,24,60,23,57,68,51,54,58,77,59,44,61,50,78,79,90,45,49,48,42,41,43,39,38,36,31,35,29,30,37,40,33,34,0,28,32,1,4,6,7,9,5,2,10,14,12,8,3,46,52,53,55,56,69,81,82,80,86,84,73,83,85,87,88,89,72,76,74,91,92,94,75,70,71,66,65,63,67,93,95,27,26,22,20,-1166.910005603152,1114.8266722698188,10
20,16,18,25,62,64,21,15,11,13,17,19,47,24,60,23,57,68,51,54,58,77,59,44,61,50,78,79,90,45,49,48,42,41,43,39,38,36,31,35,29,30,37,40,33,34,0,28,32,1,4,6,7,9,5,2,10,14,12,8,3,46,52,53,55,56,69,81,82,80,86,84,73,83,85,87,88,89,72,76,74,91,92,94,75,70,71,66,65,63,67,93,95,27,26,22,-1149.6325435256972,1097.549210192364,10
